,MolLogP,MolWt,NumRotatableBonds,AromaticProportion,logS
46,2.993400000000001,147.00400000000002,0.0,0.75,-3.27
47,2.811400000000001,134.22199999999998,2.0,0.6,-3.75
48,1.9648,114.094,0.0,0.75,-1.97
49,3.456640000000002,156.228,0.0,0.8333333333333334,-4.14
50,1.503,168.10799999999995,2.0,0.5,-3.39
51,1.7485,68.119,2.0,0.0,-2.09
52,3.456640000000002,156.228,0.0,0.8333333333333334,-4.678999999999999
53,2.1386000000000003,82.14599999999999,3.0,0.0,-2.68
54,2.7830000000000004,180.21,0.0,1.0,-2.68
55,2.7441000000000013,154.253,0.0,0.0,-1.74
56,4.269300000000004,302.4580000000001,0.0,0.0,-3.999
57,2.970200000000001,194.237,0.0,0.9333333333333332,-4.22
58,2.0373,137.01999999999998,1.0,0.0,-2.43
59,2.1814,137.01999999999998,2.0,0.0,-2.37
60,3.351700000000002,179.101,5.0,0.0,-4.43
61,2.9616000000000016,165.074,4.0,0.0,-3.81
62,3.6023000000000014,207.07,0.0,0.9090909090909092,-4.35
63,3.741800000000003,193.128,6.0,0.0,-5.06
64,2.571500000000001,151.047,3.0,0.0,-3.08
65,1.7913,122.993,1.0,0.0,-1.73
66,0.7787999999999999,74.12299999999999,2.0,0.0,0.0
67,1.5824,56.108,1.0,0.0,-1.94
68,1.0295999999999998,54.09199999999999,0.0,0.0,-1.24
69,1.6201,143.411,1.0,0.0,-1.32
70,1.8812,92.569,1.0,0.0,-2.0
71,2.0253,92.569,2.0,0.0,-2.03
72,3.1956000000000016,134.65,5.0,0.0,-4.0
73,2.805500000000001,120.623,4.0,0.0,-3.12
74,3.4932000000000016,162.61899999999997,0.0,0.9090909090909092,-3.93
75,2.415400000000001,106.596,3.0,0.0,-2.73
76,1.6352,78.542,1.0,0.0,-1.47
77,3.119400000000002,158.285,8.0,0.0,-3.63
78,3.923000000000004,140.26999999999998,7.0,0.0,-5.51
79,3.899600000000004,186.339,10.0,0.0,-4.8
80,3.4022000000000023,156.22799999999998,1.0,0.8333333333333334,-4.17
81,1.9491,116.204,5.0,0.0,-1.81
82,2.752700000000001,98.189,4.0,0.0,-3.73
83,2.1999000000000004,96.173,3.0,0.0,-3.01
84,5.460000000000006,242.44699999999992,14.0,0.0,-7.0
85,1.559,102.177,4.0,0.0,-1.24
86,2.3626000000000005,84.16199999999999,3.0,0.0,-3.23
87,1.3334,100.161,3.0,0.0,-0.59
88,1.8098,82.14599999999999,2.0,0.0,-2.36
89,2.2215,184.02,2.0,0.0,-2.96
90,3.3918000000000026,226.101,5.0,0.0,-4.81
91,3.4444000000000017,254.07,0.0,0.9090909090909092,-4.55
92,1.8314,169.993,1.0,0.0,-2.29
93,2.5067000000000004,96.17300000000002,0.0,0.0,-3.27
94,3.566220000000002,180.25000000000003,0.0,0.8571428571428571,-5.22
95,3.148220000000002,142.201,0.0,0.9090909090909092,-3.7
96,4.301420000000003,192.261,0.0,0.9333333333333332,-5.85
97,-0.9264,126.115,0.0,0.6666666666666666,-0.807
98,2.5454000000000008,144.17299999999997,0.0,0.9090909090909092,-2.22
99,2.4220000000000006,143.189,0.0,0.9090909090909092,-1.92
100,2.748000000000001,173.171,1.0,0.7692307692307693,-3.54
101,0.6731,89.09399999999998,2.0,0.0,-0.8
102,2.7293000000000016,144.258,7.0,0.0,-3.01
103,3.5329000000000024,126.243,6.0,0.0,-5.05
104,2.980100000000002,124.227,5.0,0.0,-4.24
105,6.240200000000008,270.50099999999986,16.0,0.0,-8.4
106,2.3392000000000013,130.23100000000002,6.0,0.0,-2.39
107,3.142800000000002,112.216,5.0,0.0,-4.44
108,2.5900000000000007,110.2,4.0,0.0,-3.66
109,5.069900000000006,228.41999999999996,13.0,0.0,-6.35
110,1.1689,88.14999999999999,3.0,0.0,-0.6
111,1.9725,70.135,2.0,0.0,-2.68
112,1.4197,68.11899999999999,1.0,0.0,-1.64
113,1.7399,122.16699999999996,1.0,0.6666666666666666,-0.92
114,0.3887,60.096,1.0,0.0,0.62
115,4.679800000000005,214.39299999999997,12.0,0.0,-5.84
116,9.8876,498.66200000000026,1.0,0.5454545454545454,-11.6
117,8.580799999999998,429.77200000000016,1.0,0.6,-9.16
118,7.274000000000001,360.88200000000006,1.0,0.6666666666666666,-8.01
119,8.580799999999998,429.77200000000016,1.0,0.6,-9.15
120,7.274000000000001,360.88200000000006,1.0,0.6666666666666666,-8.6
121,5.967200000000002,291.992,1.0,0.75,-7.28
122,7.9274,395.3270000000001,1.0,0.631578947368421,-7.92
123,7.9274,395.3270000000001,1.0,0.631578947368421,-8.94
124,7.274000000000001,360.88200000000006,1.0,0.6666666666666666,-7.68
125,6.620600000000001,326.437,1.0,0.7058823529411765,-7.21
126,6.620600000000001,326.437,1.0,0.7058823529411765,-7.43
127,7.274000000000001,360.88200000000006,1.0,0.6666666666666666,-7.42
128,5.967200000000002,291.9920000000001,1.0,0.75,-6.47
129,2.688500000000001,100.20499999999998,0.0,0.0,-4.36
130,7.274000000000001,360.88200000000006,1.0,0.6666666666666666,-8.56
131,7.274000000000001,360.88200000000006,1.0,0.6666666666666666,-8.71
132,5.967200000000002,291.992,1.0,0.75,-6.57
133,6.620600000000001,326.437,1.0,0.7058823529411765,-7.32
134,3.0786000000000016,114.232,1.0,0.0,-4.74
135,3.468700000000003,128.259,2.0,0.0,-5.05
136,5.967200000000002,291.992,1.0,0.75,-7.39
137,1.4149,102.17699999999998,2.0,0.0,-1.04
138,2.442500000000001,86.17799999999998,0.0,0.0,-3.55
139,2.832600000000001,100.20499999999998,1.0,0.0,-4.36
140,1.805,116.20399999999998,3.0,0.0,-1.52
141,1.0248,88.14999999999999,0.0,0.0,-0.4
142,4.660400000000002,223.102,1.0,0.8571428571428571,-5.27
143,7.274,360.88200000000006,1.0,0.6666666666666666,-7.82
144,7.9274,395.3270000000001,1.0,0.631578947368421,-7.66
145,7.274000000000001,360.88200000000006,1.0,0.6666666666666666,-7.39
146,6.620600000000001,326.437,1.0,0.7058823529411765,-7.8
147,6.620600000000001,326.437,1.0,0.7058823529411765,-7.92
148,5.967200000000002,291.992,1.0,0.75,-7.25
149,4.0058,231.893,0.0,0.5454545454545454,-3.15
150,4.005799999999999,231.893,0.0,0.5454545454545454,-3.1
151,5.313800000000001,257.547,1.0,0.8,-6.29
152,5.313800000000001,257.547,1.0,0.8,-6.26
153,3.3524000000000003,197.448,0.0,0.6,-2.67
154,2.9345000000000017,114.232,2.0,0.0,-4.8
155,4.0058,231.893,0.0,0.5454545454545454,-3.37
156,5.313800000000001,257.547,1.0,0.8,-6.01
157,3.3523999999999994,197.448,0.0,0.6,-2.67
158,3.3523999999999994,197.448,0.0,0.6,-2.64
159,2.901600000000001,192.00100000000003,1.0,0.5454545454545454,-3.48
160,2.699,163.003,0.0,0.6666666666666666,-1.3
161,2.1386000000000003,82.146,1.0,0.0,-2.4
162,2.2984,86.178,1.0,0.0,-3.65
163,3.456640000000002,156.22799999999998,0.0,0.8333333333333334,-4.72
164,2.688500000000001,100.20499999999998,2.0,0.0,-4.28
165,1.69844,107.156,0.0,0.75,0.38
166,5.313800000000001,257.547,1.0,0.8,-6.27
167,5.313800000000001,257.547,1.0,0.8,-6.25
168,3.3524000000000003,197.448,0.0,0.6,-2.21
169,5.313800000000001,257.547,1.0,0.8,-6.14
170,3.3523999999999994,197.448,0.0,0.6,-2.34
171,2.3174600000000005,136.194,0.0,0.6,-2.05
172,1.7196200000000006,227.132,3.0,0.375,-3.22
173,2.699,163.003,0.0,0.6666666666666666,-1.55
174,1.8034,116.20399999999998,2.0,0.0,-0.92
175,1.6593,116.20399999999998,2.0,0.0,-1.22
176,1.8675,114.18799999999996,2.0,0.0,-1.3
177,2.688500000000001,100.20499999999998,2.0,0.0,-4.26
178,2.00904,122.167,0.0,0.6666666666666666,-1.19
179,1.69844,107.156,0.0,0.75,0.38
180,1.8114200000000005,182.135,2.0,0.4615384615384615,-2.82
181,4.660400000000002,223.102,1.0,0.8571428571428571,-5.28
182,4.660400000000002,223.102,1.0,0.8571428571428571,-5.25
183,2.699,163.003,0.0,0.6666666666666666,-1.79
184,3.456640000000002,156.228,0.0,0.8333333333333334,-4.89
185,2.00904,122.167,0.0,0.6666666666666666,-1.29
186,1.69844,107.156,0.0,0.75,0.45
187,1.8114200000000005,182.135,2.0,0.4615384615384615,-3.0
188,4.660400000000003,223.102,1.0,0.8571428571428571,-5.21
189,2.8516400000000006,157.216,0.0,0.8333333333333334,-1.94
190,3.575200000000001,193.249,0.0,0.9333333333333332,-5.17
191,3.6023000000000014,207.07,0.0,0.9090909090909092,-4.4
192,3.6023000000000014,207.07,0.0,0.9090909090909092,-4.4
193,1.7897,122.993,0.0,0.0,-1.59
194,2.7575200000000013,171.03699999999998,0.0,0.75,-2.23
195,0.9854,72.107,1.0,0.0,0.52
196,0.7614000000000001,70.09100000000001,1.0,0.0,0.32
197,0.7953999999999999,118.176,5.0,0.0,-0.42
198,2.4138,106.596,1.0,0.0,-2.51
199,2.3486,142.58499999999998,1.0,0.6666666666666666,-2.46
200,4.007000000000002,188.657,1.0,0.9230769230769232,-4.54
201,2.0237,92.569,1.0,0.0,-1.96
202,3.4932000000000016,162.61899999999997,0.0,0.9090909090909092,-4.14
203,2.0456000000000003,128.558,0.0,0.75,-1.06
204,1.6336,78.542,0.0,0.0,-1.41
205,2.6484200000000007,126.586,0.0,0.75,-3.52
206,-1.2591199999999998,84.082,0.0,0.0,-0.31
207,3.3260000000000023,156.269,7.0,0.0,-3.3
208,1.644,107.15599999999998,1.0,0.75,0.51
209,1.4149,102.177,3.0,0.0,-1.17
210,2.1951000000000005,130.231,5.0,0.0,-2.11
211,2.3218000000000005,126.19899999999998,4.0,0.0,-2.46
212,1.6215,100.161,3.0,0.0,-1.52
213,2.401700000000001,128.21499999999995,5.0,0.0,-2.13
214,3.402200000000001,156.22799999999998,1.0,0.8333333333333334,-4.29
215,2.5574200000000005,120.19499999999996,1.0,0.6666666666666666,-3.21
216,1.9475,116.20399999999998,4.0,0.0,-1.55
217,2.1557000000000004,114.188,4.0,0.0,-1.45
218,1.5574,102.17699999999998,3.0,0.0,-0.89
219,1.7656,100.161,3.0,0.0,-0.8
220,0.1253999999999998,148.125,0.0,0.9090909090909092,-1.947
221,0.7871999999999999,95.101,0.0,0.8571428571428571,1.02
222,1.8298,169.993,0.0,0.0,-2.09
223,3.118420000000002,134.22199999999995,1.0,0.6,-3.76
224,0.4283999999999998,162.152,1.0,0.8333333333333334,-1.11
225,1.9725,70.13499999999999,0.0,0.0,-2.56
226,1.7485,68.11900000000001,1.0,0.0,-2.03
227,1.9725,70.13499999999999,1.0,0.0,-2.73
228,2.3626000000000005,84.16199999999999,2.0,0.0,-3.03
229,2.337600000000001,130.231,4.0,0.0,-1.72
230,1.9475,116.20399999999998,3.0,0.0,-1.08
231,1.5574,102.17699999999998,2.0,0.0,-0.49
232,1.4133,102.177,2.0,0.0,-0.7
233,4.301420000000002,192.261,0.0,0.9333333333333332,-6.96
234,1.1673,88.14999999999998,1.0,0.0,0.15
235,2.0524,72.151,1.0,0.0,-3.18
236,1.0248,88.14999999999999,2.0,0.0,-0.47
237,3.2227000000000023,114.232,4.0,0.0,-5.08
238,3.148220000000001,142.201,0.0,0.9090909090909092,-3.77
239,2.442500000000001,86.178,2.0,0.0,-3.74
240,1.4149,102.177,3.0,0.0,-1.11
241,4.301420000000003,192.261,0.0,0.9333333333333332,-5.84
242,1.70062,108.14,0.0,0.75,-0.62
243,0.6347,74.12299999999999,1.0,0.0,0.1
244,1.6623,58.124,0.0,0.0,-2.55
245,1.5824,56.108,0.0,0.0,-2.33
246,0.7282199999999999,146.153,0.0,0.9090909090909092,-0.12
247,1.1853,86.134,0.0,0.0,0.11
248,2.5454,144.17299999999997,0.0,0.9090909090909092,-2.28
249,0.6715,89.094,1.0,0.0,-0.62
250,2.727700000000002,144.258,6.0,0.0,-2.74
251,2.935900000000001,142.242,6.0,0.0,-2.58
252,2.337600000000001,130.231,5.0,0.0,-2.09
253,2.5458000000000007,128.21499999999995,5.0,0.0,-2.05
254,1.1673,88.14999999999999,2.0,0.0,-0.29
255,1.3755,86.13399999999999,2.0,0.0,-0.19
256,1.0577,138.16599999999997,3.0,0.6,-0.7
257,0.3871,60.096,0.0,0.0,0.43
258,-0.1036,85.10600000000001,0.0,0.0,1.07
259,3.5079000000000025,172.312,8.0,0.0,-2.94
260,1.4149,102.177,1.0,0.0,-0.5
261,1.4133,102.177,0.0,0.0,-0.62
262,1.6215,100.161,0.0,0.0,-0.72
263,2.832600000000001,100.20499999999998,2.0,0.0,-4.23
264,2.901600000000001,192.001,1.0,0.5454545454545454,-3.2
265,2.6990000000000007,163.003,0.0,0.6666666666666666,-1.25
266,2.00904,122.167,0.0,0.6666666666666666,-1.38
267,1.69844,107.156,0.0,0.75,0.36
268,4.660400000000002,223.102,1.0,0.8571428571428571,-6.39
269,2.699,163.003,0.0,0.6666666666666666,-1.34
270,2.00904,122.16699999999996,0.0,0.6666666666666666,-1.4
271,1.69844,107.15599999999998,0.0,0.75,0.38
272,2.782800000000001,352.39000000000004,6.0,0.4615384615384615,-5.071000000000001
273,2.3486,142.58499999999998,1.0,0.6666666666666666,-2.78
274,4.007000000000002,188.657,1.0,0.9230769230769232,-4.88
275,2.0456,128.558,0.0,0.75,-0.7
276,1.13888,89.525,1.0,0.0,-0.29
277,2.0025999999999997,324.33600000000007,4.0,0.5,-4.47
278,1.9475,116.204,3.0,0.0,-0.85
279,1.9475,116.20399999999998,4.0,0.0,-1.47
280,3.9531000000000023,394.471,9.0,0.4137931034482758,-6.301
281,1.5574,102.177,3.0,0.0,-0.8
282,1.7656,100.161,3.0,0.0,-0.83
283,3.5630000000000024,380.444,8.0,0.4285714285714285,-5.886
284,1.8098,82.14599999999999,0.0,0.0,-1.99
285,1.8284,70.135,1.0,0.0,-2.73
286,1.0232,88.14999999999999,1.0,0.0,-0.18
287,1.2314,86.13399999999999,1.0,0.0,-0.12
288,1.4149,102.177,3.0,0.0,-0.72
289,1.4149,102.177,3.0,0.0,-0.71
290,1.6215,100.161,2.0,0.0,-0.67
291,2.3376,130.23099999999997,4.0,0.0,-1.6
292,1.9475,116.20399999999998,3.0,0.0,-0.98
293,1.5574,102.17699999999998,2.0,0.0,-0.36
294,1.0248,88.14999999999999,2.0,0.0,-0.51
295,5.553220000000004,268.3589999999999,0.0,0.8571428571428571,-7.92
296,3.2227000000000023,114.232,4.0,0.0,-5.16
297,2.4763200000000003,131.17799999999997,0.0,0.9,-2.42
298,2.442500000000001,86.178,2.0,0.0,-3.68
299,1.7006199999999998,108.14,0.0,0.75,-0.68
300,2.3376,130.23099999999997,5.0,0.0,-1.98
301,4.343200000000004,408.498,10.0,0.4,-6.523
302,1.1673,88.15,2.0,0.0,-0.24
303,1.3755,86.134,2.0,0.0,-0.28
304,3.172900000000002,366.417,7.0,0.4444444444444444,-4.678
305,2.3927000000000005,338.36300000000006,5.0,0.48,-4.907
306,4.660400000000002,223.102,1.0,0.8571428571428571,-6.56
307,2.1547,173.009,0.0,0.75,-1.09
308,2.7575200000000013,171.03700000000003,0.0,0.75,-3.19
309,2.3486,142.585,1.0,0.6666666666666666,-2.78
310,2.0456,128.558,0.0,0.75,-0.7
311,2.6484200000000007,126.586,0.0,0.75,-3.08
312,2.5574200000000005,120.19499999999996,1.0,0.6666666666666666,-3.11
313,1.9475,116.204,4.0,0.0,-1.4
314,2.1557000000000004,114.188,4.0,0.0,-1.3
315,3.220600000000001,194.27399999999992,5.0,0.4285714285714285,-2.59
316,0.7871999999999999,95.10099999999998,0.0,0.8571428571428571,1.02
317,3.118420000000002,134.22199999999998,1.0,0.6,-3.77
318,0.4283999999999998,162.15200000000002,1.0,0.8333333333333334,-1.11
319,1.4133,102.17699999999998,2.0,0.0,-0.8
320,1.6215,100.161,2.0,0.0,-0.74
321,3.662020000000002,168.239,1.0,0.9230769230769232,-4.62
322,1.4149,102.177,3.0,0.0,-1.14
323,0.7282199999999999,146.15299999999996,0.0,0.9090909090909092,-0.466
324,1.5531999999999997,180.163,2.0,0.4615384615384615,-2.692
325,0.9449,86.134,3.0,0.0,-0.15
326,1.1050999999999993,224.26,3.0,0.0,-2.253
327,1.3510999999999993,238.287,3.0,0.0,-2.593
328,0.4909999999999996,208.217,4.0,0.0,-2.077
329,0.6507999999999994,212.249,2.0,0.0,-2.766
330,-0.6214000000000004,156.141,0.0,0.0,-1.742
331,2.271,148.205,0.0,0.5454545454545454,-1.99
332,5.763040000000004,256.348,0.0,0.9,-7.01
333,0.3248999999999995,196.206,3.0,0.0,-1.614
334,0.5708999999999995,210.233,3.0,0.0,-1.7080000000000002
335,-0.0652000000000003,182.179,2.0,0.0,-1.16
336,0.8664999999999998,244.25,3.0,0.3333333333333333,-2.369
337,1.1849999999999992,226.27599999999995,4.0,0.0,-2.658
338,0.4047999999999994,198.222,2.0,0.0,-2.148
339,0.7003999999999997,232.239,2.0,0.3529411764705882,-2.322
340,-0.7977000000000001,130.078,0.0,0.6666666666666666,-1.077
341,1.9404,145.161,0.0,0.9090909090909092,-2.54
342,-0.2313000000000005,170.16799999999998,1.0,0.0,-1.228
343,5.454620000000004,242.321,0.0,0.9473684210526316,-6.59
344,-0.3394800000000001,125.131,0.0,0.6666666666666666,-1.4580000000000002
345,2.935900000000001,142.242,6.0,0.0,-2.58
346,4.728400000000002,243.309,0.0,0.9473684210526316,-6.2
347,1.9404,145.161,0.0,0.9090909090909092,-2.16
348,0.4283999999999998,162.15200000000002,1.0,0.8333333333333334,-1.139
349,5.454620000000004,242.321,0.0,0.9473684210526316,-6.57
350,5.763040000000005,256.348,0.0,0.9,-7.02
351,0.4283999999999998,162.152,1.0,0.8333333333333334,-0.91
352,0.7282199999999998,146.153,0.0,0.9090909090909092,-0.8540000000000001
353,1.9403999999999997,145.16099999999997,0.0,0.9090909090909092,-2.42
354,4.609840000000004,206.288,0.0,0.875,-6.57
355,3.6986000000000017,194.233,0.0,0.9333333333333332,-4.73
356,4.301420000000003,192.261,0.0,0.9333333333333332,-5.89
357,5.630000000000004,466.47900000000016,10.0,0.4444444444444444,-6.237
358,2.938400000000001,154.21199999999996,0.0,0.8333333333333334,-4.63
359,3.3236000000000017,152.19599999999994,0.0,0.8333333333333334,-3.96
360,1.24,183.169,3.0,0.0,0.54
361,-0.5084,59.068,0.0,0.0,1.58
362,1.6449999999999998,135.16599999999997,1.0,0.6,-1.33
363,-0.8561000000000003,222.251,2.0,0.3846153846153846,-2.36
364,0.52988,41.053,0.0,0.0,0.26
365,1.8892,120.15099999999995,1.0,0.6666666666666666,-1.28
366,1.9493400000000003,293.34800000000007,3.0,0.55,-3.59
367,3.3880000000000017,179.22199999999998,0.0,1.0,-3.67
368,0.3712999999999999,56.064,1.0,0.0,0.57
369,0.6959799999999999,53.06399999999999,0.0,0.0,0.15
370,-0.0648999999999999,135.13,0.0,0.9,-2.12
371,3.2664000000000017,300.3980000000001,0.0,0.0,-3.48
372,2.9871000000000016,269.77199999999993,6.0,0.3333333333333333,-3.26
373,1.8457,360.4500000000001,3.0,0.0,-3.85
374,5.270200000000002,364.914,0.0,0.0,-6.307
375,-2.1798,158.117,1.0,0.0,-1.6
376,1.7553,162.27899999999997,5.0,0.0,-0.83
377,-0.3538,136.114,0.0,0.9,-2.266
378,-2.0785,142.07,0.0,0.0,-1.25
379,-4.819399999999998,286.156,1.0,0.0,-1.99
380,0.0696000000000001,210.285,3.0,0.4,-3.364
381,1.8456,227.337,5.0,0.4,-3.04
382,-3.1080199999999985,457.4320000000001,7.0,0.1875,-0.77
383,1.77922,208.261,2.0,0.4,-2.36
384,1.55042,231.299,2.0,0.6470588235294118,-0.364
385,0.7253000000000001,100.146,0.0,0.8333333333333334,-0.36
386,4.871880000000004,293.41400000000004,4.0,0.5454545454545454,-5.47
387,-0.6131000000000002,84.082,0.0,0.8333333333333334,0.522
388,1.1849999999999998,226.276,4.0,0.0,-2.468
389,1.0666200000000003,203.245,1.0,0.7333333333333333,-0.624
390,2.1311,256.30499999999995,4.0,0.631578947368421,-2.596
391,4.087400000000003,286.415,0.0,0.0,-3.69
392,3.959100000000003,290.447,0.0,0.0,-4.402
393,2.728300000000001,148.20499999999998,2.0,0.5454545454545454,-3.13
394,1.2688,93.129,0.0,0.8571428571428571,-0.41
395,4.331900000000004,367.86,7.0,0.2857142857142857,-4.432
396,1.6952,108.13999999999996,1.0,0.75,-1.85
397,3.993000000000002,178.23399999999995,0.0,1.0,-6.35
398,2.4620000000000006,208.216,0.0,0.75,-5.19
399,1.48442,188.23,1.0,0.7857142857142857,0.715
400,2.06422,300.3620000000001,2.0,0.2727272727272727,-3.5380000000000003
401,5.505100000000005,366.84400000000016,2.0,0.4615384615384615,-5.931
402,1.1322999999999996,211.269,5.0,0.4,-2.084
403,1.7770999999999997,215.688,4.0,0.4285714285714285,-3.85
404,2.0905,259.762,5.0,0.375,-1.716
405,4.102000000000002,182.226,2.0,0.8571428571428571,-4.45
406,1.0537,223.165,5.0,0.0,0.6509999999999999
407,3.130700000000001,258.104,2.0,0.375,-4.37
408,0.1587999999999993,184.195,2.0,0.0,-2.4
409,1.6254,421.4220000000001,3.0,0.4444444444444444,-3.59
410,4.148200000000004,335.28200000000004,7.0,0.2608695652173913,-5.53
411,4.057500000000004,410.5360000000002,8.0,0.2142857142857142,-4.71
412,3.5435000000000016,323.133,2.0,0.75,-4.21
413,2.572400000000001,290.323,4.0,0.4285714285714285,-4.883
414,3.7726000000000015,397.52400000000006,10.0,0.2608695652173913,-4.2
415,1.4991,106.12399999999997,1.0,0.75,-1.19
416,0.7855000000000001,121.13899999999995,1.0,0.6666666666666666,-0.96
417,1.6866,78.11399999999999,0.0,1.0,-1.64
418,2.768300000000001,184.238,2.0,0.8571428571428571,-2.55
419,1.1077,260.253,5.0,0.5789473684210527,-2.81
420,4.411000000000003,216.283,0.0,0.9411764705882352,-6.68
421,5.737200000000003,252.316,0.0,1.0,-8.699
422,5.640400000000003,252.316,0.0,1.0,-8.23
423,4.411000000000002,216.283,0.0,0.9411764705882352,-8.04
424,5.737200000000003,252.316,0.0,1.0,-7.8
425,5.640400000000003,252.316,0.0,1.0,-8.0
426,5.640400000000003,252.316,0.0,1.0,-8.49
427,6.3282000000000025,276.338,0.0,1.0,-9.018
428,1.4455,165.19199999999998,2.0,0.5,-2.616
429,2.602900000000001,212.248,3.0,0.75,-2.85
430,1.55828,103.12399999999997,0.0,0.75,-1.0
431,2.917600000000001,182.222,2.0,0.8571428571428571,-3.12
432,2.2963,135.191,0.0,1.0,-1.5
433,0.9578999999999998,119.127,0.0,1.0,-0.78
434,1.8278,119.12299999999998,0.0,1.0,-1.16
435,2.4254000000000007,126.58599999999996,1.0,0.75,-2.39
436,2.705400000000001,146.111,0.0,0.6,-2.51
437,0.8548999999999998,150.18099999999998,2.0,0.5454545454545454,-0.95
438,3.636800000000003,476.5850000000002,6.0,0.0,-4.71
439,3.4718000000000018,182.266,3.0,0.8571428571428571,-4.62
440,3.353600000000002,154.21199999999996,1.0,1.0,-4.345
441,4.450000000000003,256.308,1.0,1.0,-5.4
442,2.1935,154.253,0.0,0.0,-2.32
443,1.57852,261.119,2.0,0.4285714285714285,-2.523
444,7.183700000000006,527.4140000000002,6.0,0.8,-4.445
445,2.4491000000000005,157.01,0.0,0.8571428571428571,-2.55
446,1.5776,129.384,0.0,0.0,-0.89
447,2.1425,163.82899999999998,0.0,0.0,-1.54
448,1.4012,108.966,0.0,0.0,-1.09
449,1.0111,94.939,0.0,0.0,-0.79
450,4.652000000000002,366.0,4.0,0.375,-6.09
451,4.3991000000000025,428.12000000000006,4.0,0.5454545454545454,-4.93
452,2.78888,276.915,0.0,0.5454545454545454,-3.33
453,1.5771999999999995,266.098,1.0,0.8,-3.127
454,1.74462,316.4270000000001,8.0,0.2857142857142857,-4.16
455,0.7948999999999993,212.249,3.0,0.0,-2.39
456,3.999800000000003,263.381,1.0,0.3157894736842105,-4.24
457,4.157400000000004,311.85300000000007,9.0,0.2857142857142857,-4.19
458,1.6836,303.156,4.0,0.0,-2.647
459,2.2257,193.246,4.0,0.4285714285714285,-3.082
460,0.7771999999999999,74.12299999999999,1.0,0.0,0.47
461,1.8064,58.124,1.0,0.0,-2.57
462,1.7163,90.191,2.0,0.0,-2.18
463,0.9389999999999998,212.249,4.0,0.0,-1.661
464,1.0257999999999998,256.331,1.0,0.2941176470588235,-1.877
465,2.825400000000001,236.702,2.0,0.375,-3.9
466,0.9595,102.13299999999998,4.0,0.0,-1.37
467,3.4735000000000023,217.378,5.0,0.0,-3.68
468,3.029200000000001,134.22199999999998,3.0,0.6,-4.06
469,0.9854,72.107,2.0,0.0,-0.01
470,-1.0293,194.194,0.0,0.6428571428571429,-0.8759999999999999
471,2.401700000000001,152.237,0.0,0.0,-1.96
472,1.7656,100.161,4.0,0.0,-1.3
473,3.520900000000001,349.06600000000014,3.0,0.0,-5.4
474,3.3306000000000013,212.252,2.0,0.75,-3.15
475,2.5580000000000007,201.225,1.0,0.6666666666666666,-3.224
476,3.3211000000000013,167.21099999999998,0.0,1.0,-5.27
